forum_user_id,post_id
60de574ce280106cf1d364f12da4cc91b2b60404,139
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,139
437b3fa7018b8c0ff814dbf12f04593bfa5f7490,72
437b3fa7018b8c0ff814dbf12f04593bfa5f7490,7
50140832e7c0f150049bf29758986a82d178055e,44
149225a75842d802f77ee43545137bcb978cdb38,120
60de574ce280106cf1d364f12da4cc91b2b60404,181
661bef2751723bbb66a94772ddf00fbcc0807313,9
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,181
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,181
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,187
535d451de58dc359ec6410fca989630bc4627df0,187
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,9
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,100
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,139
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,187
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,172
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,189
6807a8842ad4e05985014e1a56fe47d9dc4965c5,189
540e3d24e61c6a6ffaeab718d8ffb0459220b48b,181
3dcbb05c736751afd33c54619ad092c88584c3b8,72
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,193
5847249046a5b63fd2f702e6da8c4f7cb9a196e4,184
87c777b6e9eec078f27bad6b988c88566371c230,88
4bf725f1c124f99ebb08c9d6ef0b55e7a58ea379,202
a4bc432c5388d2f552820f063e5d47cab9f6d055,184
1e0a7e2782ebb60870d4d09a44240736db95091a,111
e012fde1b0f0d28349f3fc57189045c0717ea9bd,191
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,191
a4bc432c5388d2f552820f063e5d47cab9f6d055,226
13c46b208ffd5791e63a8421d4ebcdacc9331bd9,234
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,239
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,234
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,241
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,216
4ed17d6d397aeb47169aeb911455681d592a5985,191
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,251
206c818e22e8283380b5968656bd4846918344d1,251
a9d3847b51687cc209c8eaccec0fa7959fdf9331,242
99672c4bb7a84d4fe2c6edecf55a671a9d4a3121,258
da76ebb2720152a1a52ce983b85f842eb0d02af3,209
da76ebb2720152a1a52ce983b85f842eb0d02af3,92
46a463802115b4f130bb9dd00a707fe8bcc226aa,274
cf04eda15ead3ffb972c4367de54e71d1ac1405c,164
f648094ca8dfecf900ffb00ca1180062048808be,292
c8a266754af12e750224320e107a9ffd4a382c37,299
c8a266754af12e750224320e107a9ffd4a382c37,300
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,299
e0969ab184672f9098a3218ac159ecc462f8a859,293
c8a266754af12e750224320e107a9ffd4a382c37,307
fd458a6a04401610c833cedba36191d1043156e9,306
d8a2fa314965435502629e09f0595673d1ed0375,314
d8a2fa314965435502629e09f0595673d1ed0375,312
da76ebb2720152a1a52ce983b85f842eb0d02af3,314
84eea632cc9dbb56079ed4495aea349529c53a0e,312
c2ed151d20a49125fc63f2a796c4beb1f720a5b8,31
d2e7a9ce914fa81d2c030c9f4c1aa1cdede3f11b,330
965219219fa92e65bd3cbbdb99cf67af0fa38915,331
a7bfedaef76c8dda63716c74ea2e2d165e833334,314
ccb2589d4f96ee79869d046b69000b288ffdc254,330
6997577359be94032851b24c07764193109941dc,331
cd9edd478cd9f3c04a68447bfdb1e931d31e3060,334
e7ca0ec78430f4c8439ead2a32237fba26cc770a,335
fd458a6a04401610c833cedba36191d1043156e9,314
fd458a6a04401610c833cedba36191d1043156e9,314
c89a9e6f099a12503d32f78d6ce0ecd1634c2dcb,354
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,356
4c2f06eea5c277460914ef0593c902d47aca20f2,368
ec0c35e038a0553547d402d2fd6eec86679dcfe9,356
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,370
dfc8a3cb333fe543939d4cf13385e77ba55b8c63,339
69346b42aa1e65aca2dbe64365e7c7037ca69302,377
69346b42aa1e65aca2dbe64365e7c7037ca69302,373
f654be667e1e208113f1eb147ee061a936362670,376
613beea583ed4266b0e9169dfd3e9ca5d128de65,66
e5f388e39aad32f4033c77a4e93a477d7235d267,355
7017eb7d91026d600fe7823a3e8fbbfc937b703d,397
8202a93ad1eef74008a8b9667644c7fd7b5d7864,22
8ac9a4f47169d906f078068346dd483a5ca67144,6
57154ff9786eef470a0364451935d07f02edf5e9,403
563728bf6d56b5986720eb9151dd8c2c0e1ce7df,44
60de574ce280106cf1d364f12da4cc91b2b60404,44
b8a804b4dcd488fb13a6a035cd846af53ca2359a,66
ec0c35e038a0553547d402d2fd6eec86679dcfe9,66
b8a804b4dcd488fb13a6a035cd846af53ca2359a,66
c1fed7560fe0e6d77dd2df39e7464030ee2b2909,66
50c4b2b2db8bc639391b17b947664cde80c5f106,21
c5a565c06337a774e82613184416da4062d98863,377
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,421
50140832e7c0f150049bf29758986a82d178055e,44
aec84b562bc5855efbcbe8f711ddc59e67971135,419
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,432
695b247f720bd8fe65dcca36b41df95831150163,345
68738e8421cb08ac32970a3a7cb5fcbd427fba65,397
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,445
a374daa0ab4f2e32cd835dd24049b715081e1030,465
965219219fa92e65bd3cbbdb99cf67af0fa38915,433
cb1e4b0628f58d1b8775526662b85932f83af0f3,370
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,478
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,447
68738e8421cb08ac32970a3a7cb5fcbd427fba65,447
f8dd082b17cea34b5206a6fa7b3f830dfdd63360,258
c8ce2c1f42fd03193823fb9c3572e82217c3048f,455
4a96611a105f770d914aae49f6ea3756a3c619cd,518
cd050889af929291948060f9862ef6d359dada22,339
9d32eb7bed1f9b312878ec4f56c7a30718be5fc4,258
9d32eb7bed1f9b312878ec4f56c7a30718be5fc4,450
cf625783a93127718cdd00f122f4b133b61f3bf0,204
cf625783a93127718cdd00f122f4b133b61f3bf0,545
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,204
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,207
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,236
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,276
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,302
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,304
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,322
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,329
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,337
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,349
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,364
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,376
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,382
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,386
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,387
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,390
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,509
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,399
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,406
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,407
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,408
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,475
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,479
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,495
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,486
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,510
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,518
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,526
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,527
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,528
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,537
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,544
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,545
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,547
b293c6af587d9a3ec994f5bc7b856e0eb9f3bc75,538
68738e8421cb08ac32970a3a7cb5fcbd427fba65,535
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,535
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,535
68738e8421cb08ac32970a3a7cb5fcbd427fba65,535
d4125038bd783d8f25b788ed070a0761eb2962fb,162
0ff00ecc9df7b94a829163c46ae39ed780ce4c75,571
68738e8421cb08ac32970a3a7cb5fcbd427fba65,572
68738e8421cb08ac32970a3a7cb5fcbd427fba65,572
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,580
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,572
0ff00ecc9df7b94a829163c46ae39ed780ce4c75,538
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,589
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,565
9ae0f6cfb9e83db30faca2b87203b46995f96654,612
9ae0f6cfb9e83db30faca2b87203b46995f96654,612
b0cb46d0a7ca68bc5c71aa0bee1603167bcfaf69,492
a1a2a8231b7bdcbcb96f03c6dc07e89bdf0906bf,450
cf04eda15ead3ffb972c4367de54e71d1ac1405c,287
e5c75cba8d9644469d08fbe9366d37aa508c1968,574
d6543205ca81671ea1a70cfd59ef3f1f21d6aef0,603
d447d0c2a56c238c9ac674105f1a717010aa6d7f,492
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,644
e979c707b6f72f0dfa9f6edc1a56ab28e18bee52,613
70470251f1e8b29f9ead0f7330bd1ab283ecb1f1,500
3947ac55ab1d10b56e36082190e155d6b84c89ee,661
eb770e5c04f19bfccd127bf5b26fb31d94ae8406,167
43728c1dc461f1f6466daa73305f293c2f4c39b4,625
e5c75cba8d9644469d08fbe9366d37aa508c1968,653
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,668
e5c75cba8d9644469d08fbe9366d37aa508c1968,674
f209bb33522083c08eb7e8243361ea3ff67f1815,500
46420cd114c8be6e5eafe3b902b80bb73b08d1db,492
6997577359be94032851b24c07764193109941dc,665
22f2a045f2898a9edeb108c7e113f65317c0da69,538
43728c1dc461f1f6466daa73305f293c2f4c39b4,665
6997577359be94032851b24c07764193109941dc,665
43728c1dc461f1f6466daa73305f293c2f4c39b4,665
28552f77375dd3d12671a394ed54c78edfde85b2,650
745b06a1658783c9152dcef0d928dce18eff37da,694
9ae0f6cfb9e83db30faca2b87203b46995f96654,694
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,258
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,678
745b06a1658783c9152dcef0d928dce18eff37da,694
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,706
473da88817248f94df972d77bdca06981db6d5fb,469
c87c0250502f2dad86ea59530473e74b1770b8eb,702
68738e8421cb08ac32970a3a7cb5fcbd427fba65,715
43728c1dc461f1f6466daa73305f293c2f4c39b4,88
65998fe2779e70b15526ba966b9155ba7b3a761e,712
43728c1dc461f1f6466daa73305f293c2f4c39b4,736
745b06a1658783c9152dcef0d928dce18eff37da,724
745b06a1658783c9152dcef0d928dce18eff37da,744
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,745
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,701
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,745
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,661
21d5a068b5deff05af5a51f4fc6a76f069196e81,739
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,755
21d5a068b5deff05af5a51f4fc6a76f069196e81,755
39dc45a2a27999b866749490a22d5cf375e3fb0b,764
21d5a068b5deff05af5a51f4fc6a76f069196e81,772
c87c0250502f2dad86ea59530473e74b1770b8eb,774
caeffa1d0ad81d2589ee62973a363fc91bd27561,409
633b2ea667c38e956994dd37382158601288811e,774
c87c0250502f2dad86ea59530473e74b1770b8eb,774
0ff00ecc9df7b94a829163c46ae39ed780ce4c75,673
c87c0250502f2dad86ea59530473e74b1770b8eb,780
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,682
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,682
e5c75cba8d9644469d08fbe9366d37aa508c1968,724
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,665
8a90fe8fbcd69124ed9ce60d013dda19f241a00b,785
679334f7c8295aa87411095e0b48997bcf84b83d,747
57283da96bbb27a4992e316a24a9a52e4d884ea8,681
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,681
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,807
29f5d884a0eb7c303aa09415385e9411c1621671,258
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,810
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,162
d4125038bd783d8f25b788ed070a0761eb2962fb,162
237305ca69164cb8e256347c4331e1175728ab2b,785
237305ca69164cb8e256347c4331e1175728ab2b,785
caeffa1d0ad81d2589ee62973a363fc91bd27561,258
69346b42aa1e65aca2dbe64365e7c7037ca69302,785
8ba2cdc57e7641f60df9b27c2851e5b91cd7b67a,833
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,844
f648094ca8dfecf900ffb00ca1180062048808be,810
caeffa1d0ad81d2589ee62973a363fc91bd27561,455
68738e8421cb08ac32970a3a7cb5fcbd427fba65,846
92ab606a29c90165fb2067f5ce61f4f41f3da1c0,863
92ab606a29c90165fb2067f5ce61f4f41f3da1c0,192
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,868
aac5f4884efea9c8810c8bcb1b8910ecd500f60b,871
1e733a3f95b732621783557dd577efdf0831bcf6,876
1c70a615e7e6539b6c962a73cb17e897a80f790f,880
1d6ffe97c4511c334857b14c4bd93aa01a7915bd,869
83d7865fc336dfbfd91c972cfe760a53361619fe,809
83d7865fc336dfbfd91c972cfe760a53361619fe,810
caeffa1d0ad81d2589ee62973a363fc91bd27561,880
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,880
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,884
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,884
432658a01262b39ec008d58e8c6e432a5f2f6c42,880
857b4ec90771e2f67c4b629bc324dc82c95cac43,869
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,888
caeffa1d0ad81d2589ee62973a363fc91bd27561,880
857b4ec90771e2f67c4b629bc324dc82c95cac43,870
9fc48549c79f359141941a894b7100de1e39933a,603
857b4ec90771e2f67c4b629bc324dc82c95cac43,896
857b4ec90771e2f67c4b629bc324dc82c95cac43,870
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,902
aac5f4884efea9c8810c8bcb1b8910ecd500f60b,902
79a2e6307bf22733ad111f24d1ebedd6c7201354,904
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,897
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,897
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,902
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,492
aac5f4884efea9c8810c8bcb1b8910ecd500f60b,902
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,916
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,919
ab208f8ab88413378b5464d837cc24533f94f57b,192
0439885634227377250558f7ab7ba0da7c4c942f,897
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,925
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,902
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,921
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,911
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,911
432658a01262b39ec008d58e8c6e432a5f2f6c42,931
d16efbb657d5afe4060a6d7c8839aca432aa66f2,921
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,940
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,940
11fc00476eeb55ddd552127a277761b43da23187,940
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,940
9c4c5538749f444479196de0579aad9bf8104d7d,952
57283da96bbb27a4992e316a24a9a52e4d884ea8,870
caeffa1d0ad81d2589ee62973a363fc91bd27561,952
68738e8421cb08ac32970a3a7cb5fcbd427fba65,956
c6f1441783a003726231953de9fbb7e592ed92be,902
57283da96bbb27a4992e316a24a9a52e4d884ea8,870
537c9762ee3083d30b03128168686eb40ffae41a,955
d16efbb657d5afe4060a6d7c8839aca432aa66f2,966
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,955
43728c1dc461f1f6466daa73305f293c2f4c39b4,955
aac5f4884efea9c8810c8bcb1b8910ecd500f60b,902
e5c75cba8d9644469d08fbe9366d37aa508c1968,951
0d604a5ea31d63c6a1e50f2738bb5e795822c326,955
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,969
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,969
caeffa1d0ad81d2589ee62973a363fc91bd27561,925
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,978
432658a01262b39ec008d58e8c6e432a5f2f6c42,978
63f4435895fe5822be7f879c792aad96305f5a9d,870
50140832e7c0f150049bf29758986a82d178055e,911
537c9762ee3083d30b03128168686eb40ffae41a,955
0d604a5ea31d63c6a1e50f2738bb5e795822c326,955
0d604a5ea31d63c6a1e50f2738bb5e795822c326,955
432658a01262b39ec008d58e8c6e432a5f2f6c42,992
432658a01262b39ec008d58e8c6e432a5f2f6c42,987
e9815c3831fd92686ade1a1b2a16575678f4d9d4,774
633b2ea667c38e956994dd37382158601288811e,774
c87c0250502f2dad86ea59530473e74b1770b8eb,774
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,1023
aec84b562bc5855efbcbe8f711ddc59e67971135,1036
43728c1dc461f1f6466daa73305f293c2f4c39b4,1023
537c9762ee3083d30b03128168686eb40ffae41a,955
537c9762ee3083d30b03128168686eb40ffae41a,955
633b2ea667c38e956994dd37382158601288811e,774
43728c1dc461f1f6466daa73305f293c2f4c39b4,955
0d604a5ea31d63c6a1e50f2738bb5e795822c326,955
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,958
43728c1dc461f1f6466daa73305f293c2f4c39b4,955
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1023
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1023
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,958
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,958
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,958
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,958
43728c1dc461f1f6466daa73305f293c2f4c39b4,955
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,1058
537c9762ee3083d30b03128168686eb40ffae41a,1059
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1060
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1062
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,1059
537c9762ee3083d30b03128168686eb40ffae41a,1059
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,1059
caeffa1d0ad81d2589ee62973a363fc91bd27561,1062
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,1062
726ad5dcc80f28f3435587a7697b685cd0999e25,1073
726ad5dcc80f28f3435587a7697b685cd0999e25,1076
8e1ccb3a09fe740175551d621616f93d3ac70d8a,955
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1073
537c9762ee3083d30b03128168686eb40ffae41a,1009
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1009
537c9762ee3083d30b03128168686eb40ffae41a,1009
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1009
43728c1dc461f1f6466daa73305f293c2f4c39b4,1059
43728c1dc461f1f6466daa73305f293c2f4c39b4,1059
679334f7c8295aa87411095e0b48997bcf84b83d,880
679334f7c8295aa87411095e0b48997bcf84b83d,955
679334f7c8295aa87411095e0b48997bcf84b83d,955
0d604a5ea31d63c6a1e50f2738bb5e795822c326,955
1d6ffe97c4511c334857b14c4bd93aa01a7915bd,1073
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1085
537c9762ee3083d30b03128168686eb40ffae41a,1009
2a940cdbeb97dbe819a85cdfabb4b68d930cc98d,1009
537c9762ee3083d30b03128168686eb40ffae41a,1009
e5c75cba8d9644469d08fbe9366d37aa508c1968,1092
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1062
99f6d3148674f734b481b071f505089c26b27bad,1009
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1009
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1009
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1009
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,958
c7da9f25198eee522753291d958e0287f4d1f41e,1102
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1102
537c9762ee3083d30b03128168686eb40ffae41a,1009
c6f1441783a003726231953de9fbb7e592ed92be,1078
011198c13298d64a70cb61aeaf4780e4665f5fb7,964
537c9762ee3083d30b03128168686eb40ffae41a,1032
1d6ffe97c4511c334857b14c4bd93aa01a7915bd,1062
3fc75fae84c47a03ae13356cd4be8749be31c445,1112
3fc75fae84c47a03ae13356cd4be8749be31c445,1112
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1112
3fc75fae84c47a03ae13356cd4be8749be31c445,1112
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1112
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,958
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,1114
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1122
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1122
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1126
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1129
6dc5e85400dee4c2868d4aa634fc12731565b637,958
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,958
52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2,958
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1141
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,958
8d0a076e86c5fe8cb86cef8a1f33e7b091036273,1147
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,1142
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1156
3fc75fae84c47a03ae13356cd4be8749be31c445,1155
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1166
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1166
d506fc1248dc2d5abc0f1530e790d69f767631bf,1018
9747133c0677f73a8316b51553f9504953dff031,905
12061b57d7dcd4e09efebd30704652dc093f01d6,1181
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,1182
8e1ccb3a09fe740175551d621616f93d3ac70d8a,1144
8e1ccb3a09fe740175551d621616f93d3ac70d8a,1144
1f3d965eac27144b41335326ac5d5694f5e41813,1171
696d365f7468fa615cd11924fe06c00825f93153,1194
3d77ae2bc98ab8ba22f78782af7758106a8ad786,1032
12061b57d7dcd4e09efebd30704652dc093f01d6,1182
43728c1dc461f1f6466daa73305f293c2f4c39b4,1144
31ae44646235f9b8a559958970c802ed911837e2,880
432658a01262b39ec008d58e8c6e432a5f2f6c42,1204
33f0adedd99e8e7c33a88ff652c7a054169268b6,1038
5a1c310d4a8d0a36d1a3636a79e1e5edcf2dd7c1,1204
cb628c4d381378e6bffa49720b0eabe75f9125c6,1196
78c09df32d2755776b24e639d46100d6ed7a3591,1209
78c09df32d2755776b24e639d46100d6ed7a3591,1209
866c32104aa3aef21ecf027d804ca3eec13f34be,1194
f53a61e6522bcfdcf76d93b5ed4ba0ca45b19e33,1216
efe6bb2cb5595ada3cf922f35b37f5852f8c41bb,1196
efe6bb2cb5595ada3cf922f35b37f5852f8c41bb,1194
e1ecc1fb1882c5431616676ba5e0989277619176,1143
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1216
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,1204
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,1213
caeffa1d0ad81d2589ee62973a363fc91bd27561,1042
540e3d24e61c6a6ffaeab718d8ffb0459220b48b,1204
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,1225
74d1d07822c51750ee23f997b68aac0f2710ffe3,1243
1d6ffe97c4511c334857b14c4bd93aa01a7915bd,1247
1d6ffe97c4511c334857b14c4bd93aa01a7915bd,1248
1d6ffe97c4511c334857b14c4bd93aa01a7915bd,1253
045eea71a508a069362773cd1c178326c5a02082,1258
e5c75cba8d9644469d08fbe9366d37aa508c1968,1234
57283da96bbb27a4992e316a24a9a52e4d884ea8,1233
e1ecc1fb1882c5431616676ba5e0989277619176,1264
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1264
ea3f6a8f31d8099f5cbd2590d4b63c9e404e8bd7,1164
