Forum_user_id,thread_id
44ec7d6196b2057fe1177cd1c9a10f76956fcd9c,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,15
7cecb596d4785b4fc21df46259df323d66ecc99b,6
7cecb596d4785b4fc21df46259df323d66ecc99b,1
cafcae66be212c7044b9845151f2191df355ef64,6
f506ee01db833d05cb0e86d84b70f36594d292c6,6
b5b669f4d85e0a1b4fc54f1379a6922cf44f66c9,6
fd86965b17b7dfb565e9a34676584764ec039ede,16
f97766b803e061f7e8712ee93bc9197f7d9998cc,6
f6a26313f95c1ce2dfe58d4aff523de5389498ef,1
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,11
18fb3e8be7c93dd1f8ce57252640376d41ddc420,1
1564c22d010ddb46e809b5eb87c25578b913076e,1
04e29b6064533999bf0ba9cb7bafea74d87e5cf1,6
12ae6c3563a5d555c48f50c25d459eba4f362865,1
c30fa5c0b18bfa0fa30a2aef088e7d0c569057f4,1
a84205f0e02bbc476d107f183e866f45e004e075,6
907aae53cbb9b477f9db61b9354c591837952e9b,6
efc1dd8d7540a6cdc8f6aa653e16779dfa16e12a,6
efc1dd8d7540a6cdc8f6aa653e16779dfa16e12a,1
cc33295a436631408eac9ae7763c4e57116bb454,5
9415d1e5623a6e82d22672c6a06e9e80359a28e3,17
9b6433c72026584dbb0e3b5ae1b2e3883b02e556,1
cc33295a436631408eac9ae7763c4e57116bb454,6
a374daa0ab4f2e32cd835dd24049b715081e1030,18
a3dce0c7a8e6ee68b18c82e7773726659a1ca158,1
f286a3c7618874ffe7d683c3d0af9106805ec215,6
aac5f4884efea9c8810c8bcb1b8910ecd500f60b,19
716c62880993686597e5f982b01f9027b760463c,6
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,16
3c00ca5815afbcb62ce124e99d58248bab2b563d,6
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,18
8b60336c77ccb01a5542dfc7738f884b524fdf9f,6
3c00ca5815afbcb62ce124e99d58248bab2b563d,17
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,17
af00a9df4cf0cec576409a91cf4c41d69963f7db,6
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,10
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,19
a128f42c0c430c76c6214bce7761a7d5f510e865,1
7d9377bd2532ba1c95ab5138c799291e2838d964,6
bb7dc1fdddc659d90c0236427dffeb37bf5146da,6
519102f6b5421c92e279c232c4f9d6cb50e62ba9,20
149225a75842d802f77ee43545137bcb978cdb38,17
50140832e7c0f150049bf29758986a82d178055e,21
e3d8cb1746204771e00454eec4589c5eab4b6713,6
f0064d524f5dbc7eb85a4cbd56279d2c277729a6,17
965219219fa92e65bd3cbbdb99cf67af0fa38915,6
f2e009ec04d70e8b9174ea114ba414d1d0d0acbc,6
af33dfde8d4d4b08c15b9343ef0dd6e1faee8e8b,1
15803f478cf60655ab75089ff7a6a288b3a353ab,6
0b59266adf5c2934b2056f082e1a79099713e507,6
43c6b35efca8a87f3cdb3f983e7a7cc2b8938b93,6
74ebbb85d84d5559bf51f4f719c38912c696f318,21
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,6
40bd1dc52753049cf4c081e6b80bbbd6059a7b8c,1
466e588b4400040d65c73eb50b3f28015e03cb8a,6
47332b72e9e934a57c0b30127672edce9c4fd699,6
8b99c85a0ad130cb858dd814176b50ab925c451e,6
e6841b5a307d36a2dbba6ca158c8acb31e977b0c,6
680893ce6b3ed39474af39e98431517562773fd2,1
ab79e847a8e1f5de081de6944c26353a160e3466,7
60de574ce280106cf1d364f12da4cc91b2b60404,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,20
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,19
9d28a53ab1fd3417371daf8a85b759ce19c02659,1
a191f35654f3c8e3b272bb30d950b22090c7fd29,6
a191f35654f3c8e3b272bb30d950b22090c7fd29,5
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,6
85b91e45bcf6767b21bd19d9b17680454d383896,6
c9a66e7b3a54c7dc18d6a75d18cc9e1f664a74b0,6
fd86965b17b7dfb565e9a34676584764ec039ede,22
4b68de9738469313642896ef636c141ab93ac6aa,6
c806923db092879d8b934e92977ac20def4e3776,1
089fbbce1bbac92ccb5c6c9b655f735187ba311c,1
19da310dc042217d05b9b94249194b18bedfa06e,1
8686df7f13cdae4649a8b642227f517fc66faabe,1
da76ebb2720152a1a52ce983b85f842eb0d02af3,6
8686df7f13cdae4649a8b642227f517fc66faabe,23
7af796c2b2d855b861781dc790c083c25adae696,1
7d9377bd2532ba1c95ab5138c799291e2838d964,1
8686df7f13cdae4649a8b642227f517fc66faabe,20
74de346c41223aafcf002117221649ee1966ad50,24
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,23
be06d95dd4b2b78b94a193695d50d16ac0efc97f,1
c6f1441783a003726231953de9fbb7e592ed92be,24
e60562f1bbb628edf55e070c67e973ddf18ea08b,25
8b60336c77ccb01a5542dfc7738f884b524fdf9f,1
601fc4cb197231ffe94b69b8d6f0bd73c0dd1310,18
601fc4cb197231ffe94b69b8d6f0bd73c0dd1310,26
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,26
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,25
3f5f187cb9703b6b26919a3b6932c8725d354588,1
a4bc432c5388d2f552820f063e5d47cab9f6d055,17
a4bc432c5388d2f552820f063e5d47cab9f6d055,1
5a767e2af9d12ec1c09dab9eb98638d9a5f8885d,1
437b3fa7018b8c0ff814dbf12f04593bfa5f7490,1
a4bc432c5388d2f552820f063e5d47cab9f6d055,24
a4bc432c5388d2f552820f063e5d47cab9f6d055,27
ce2d6d34690b17a821cafbf57690f40d5c2ae12f,1
5a109cc36c22477b8681aca3d77150cf00d6df6e,6
5a109cc36c22477b8681aca3d77150cf00d6df6e,17
7846319b991109690b1dc037837975acd976bc9a,1
61446d5e85711ddc2f2bef3358ff409f6a027b2b,1
540e3d24e61c6a6ffaeab718d8ffb0459220b48b,1
661bef2751723bbb66a94772ddf00fbcc0807313,1
ba51e2bf89da0008dd47b9e6a612eb454a18ee6b,1
437b3fa7018b8c0ff814dbf12f04593bfa5f7490,27
6385cf0d82c3882e85da17bbd36d92c2c4b0d720,6
9462ee888636854c3fe49b7a3fbeb9587a29cbe7,6
535d451de58dc359ec6410fca989630bc4627df0,6
4ed17d6d397aeb47169aeb911455681d592a5985,28
6807a8842ad4e05985014e1a56fe47d9dc4965c5,23
8a811a5f91cef173e3aeaa54135df315f88c92e0,23
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,28
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,23
6807a8842ad4e05985014e1a56fe47d9dc4965c5,23
3322e37f938d7b8ba2d54e56550618965563bdef,1
0068cf32d20717392ec424d948f010e5fcda4e59,1
5c55a51908a29742503eae9c7be672009c2c3100,7
9780eb9756c8e5999c6db4c058149bed3121d7b2,1
a9d3847b51687cc209c8eaccec0fa7959fdf9331,1
d1c2e18c24bf43a2aa85226aa54a7265ec98d777,29
f0064d524f5dbc7eb85a4cbd56279d2c277729a6,6
87c777b6e9eec078f27bad6b988c88566371c230,1
2064e7c551117ab4239ce1448b0e952fcd254862,1
74ebbb85d84d5559bf51f4f719c38912c696f318,29
74ebbb85d84d5559bf51f4f719c38912c696f318,29
74ebbb85d84d5559bf51f4f719c38912c696f318,29
3821888d1f9f2f43eb8e729a9b09e5da7fd83ecc,1
a22d68c176685910a6252abb7cdbfc105aed8500,29
13c46b208ffd5791e63a8421d4ebcdacc9331bd9,1
80d95a1631f94c737bd32481aee9b3913bd0237c,1
04f4baa8daef44152d57ed04368b9092561fbaaa,1
9040938c6ba91138cdd38cf9ae47ade3a0c699fa,1
9040938c6ba91138cdd38cf9ae47ade3a0c699fa,30
57282359bc1ae46a002b00286cd3dac21da02089,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,30
a11e16f28e7d438d1086c671af82956dd9e43d71,1
76892cabb2a6ff38a2653c0183767f024f883d56,1
76892cabb2a6ff38a2653c0183767f024f883d56,27
b868da3d58e8b1cad8d38e7c445c7f0aa5e2343c,1
78a0a54c4b15fb9ab3052998199480c63777b2d5,1
38e9462bc3ea9f67b6ecfc8ba3073ec5626566e1,1
7b3e340146af22dc411d77f075cc1b55a35c3528,31
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,31
7a12535742fb9a29c26f1bf5388970e9b7161237,32
e012fde1b0f0d28349f3fc57189045c0717ea9bd,28
ed342533dee70233c42f686c916fe9c87b9ac1c8,1
69346b42aa1e65aca2dbe64365e7c7037ca69302,27
69346b42aa1e65aca2dbe64365e7c7037ca69302,5
69346b42aa1e65aca2dbe64365e7c7037ca69302,1
69346b42aa1e65aca2dbe64365e7c7037ca69302,1
0bcd87d097e1f7059702165feca685e410702039,1
8a90fe8fbcd69124ed9ce60d013dda19f241a00b,27
8a90fe8fbcd69124ed9ce60d013dda19f241a00b,1
2c6f3b0f588cc2e65c715d30743722a4841bae56,1
0eb6694d2b56cd2797e41c89528e5a3e93755601,1
0eb6694d2b56cd2797e41c89528e5a3e93755601,5
fc340f906fa3b2257f02da0e58cecb9015388549,29
c8e06120feacb349eb9962adb8259db0bd7a38b3,1
193a80db70fc9d2c3f51e6a4c5b094afd0d40bdb,1
224a79aaf30dde36ed6d6c319af15c51b8e7f8c2,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,32
d4b3a3356e57bb1023639df4ef88aa294e414dd9,1
7a12535742fb9a29c26f1bf5388970e9b7161237,1
b4042702906aa2abfc449e5e9bb3907663adcfcd,17
7443db065f6a7a548f3699662ee17adbc4980fd1,1
57d77dff5b4c0cf90bc0c15f99991e4e87a79c0a,27
6b5f96752ca33ec8f9732327a7dcdd0692be8ebb,1
e8331497c1d6564c549b19949c4d98e05dce7ccd,17
e8331497c1d6564c549b19949c4d98e05dce7ccd,33
9415d1e5623a6e82d22672c6a06e9e80359a28e3,17
28054eacbcf86a593e2631a0e828206dda2eb3b4,1
206c818e22e8283380b5968656bd4846918344d1,30
99672c4bb7a84d4fe2c6edecf55a671a9d4a3121,34
3cc8ef7a1cbb554d6fa4b0df0cda4458301b3a16,1
3d2335d5320cbd072003261fd4dc092e46355eb1,1
2294071cea3dba1df51dd68d7c17a4a79455a571,35
dff28817c247805de389f129b21d6a7f6eeab2b1,1
5e555128e0cf96209f8a6d42ea21066a765f8715,1
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,34
c9732989233039aa7b9eb37d92dedf7c32176c5e,1
52b1986cb6286fb74bcd0ffdb345e315306cc7ba,1
52b1986cb6286fb74bcd0ffdb345e315306cc7ba,1
99672c4bb7a84d4fe2c6edecf55a671a9d4a3121,1
da76ebb2720152a1a52ce983b85f842eb0d02af3,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,11
1828939666f60e69bf05bfa47c56b390babd126b,34
d69c73071d8ce75cf22dfaead6a85cf579390beb,1
20c6da9c665974396b6cef2184faace439cd828b,1
d76534149118bbec14b9eb6483f808a67cc9542a,1
a955b5ed74f0026b83d363fc4a7c9b8b45cd1901,1
46a463802115b4f130bb9dd00a707fe8bcc226aa,36
9a29e96c451f2ba034ef244d25b1978bac0c243a,1
ae6ea0591d1d40817c96e04db764fc7c4e38240c,1
ec0c35e038a0553547d402d2fd6eec86679dcfe9,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,36
d605e9b7c4bcdacf0d577ae92c44f7bc2de4c06e,1
b7aa2abdc13e7fa48e94379c6914498190950ea8,29
030288428e82e17bbfb3694a1db170cb7cc41b84,1
d641686bf7652d5a81616f931585a69e1cfbe1b7,27
fd458a6a04401610c833cedba36191d1043156e9,1
8d4c5468476b964f926e28d35c9449f4f7e0da31,27
6b67dd96735e4e4ddb917cf672c18e864bb0e6b5,1
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,27
13443411dc8dd3606baccde443f43d4e382e8cd5,1
2b869a0f65249dd8c1bafbc1d4338c237c2446b9,1
2b869a0f65249dd8c1bafbc1d4338c237c2446b9,5
cf04eda15ead3ffb972c4367de54e71d1ac1405c,37
c6f1441783a003726231953de9fbb7e592ed92be,37
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,37
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,1
d2e7a9ce914fa81d2c030c9f4c1aa1cdede3f11b,1
3e7e91d6c51029c9c41da975f311b3dabf74f14f,27
76a90667f80c2041b0f660c55b98b7a23107beb1,1
1968dc0fef68ce13f3e28e28c53676cc1019527e,1
6a61e9599714a5a3943d7f3c269d7f28c6412995,1
19c97e0f72c0d4f51735acbe5ab3aa6a23a2a2e4,38
c8a266754af12e750224320e107a9ffd4a382c37,39
19c97e0f72c0d4f51735acbe5ab3aa6a23a2a2e4,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,38
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,39
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,39
31725849a0b6db443b918ba9f66752110f2ae6f8,40
34f19bf960730dad0cbcd3059dd9b4fc6507bb2b,29
e0969ab184672f9098a3218ac159ecc462f8a859,1
1fcd168a149e5d3e03e6886922b06c964ff367e8,29
34f19bf960730dad0cbcd3059dd9b4fc6507bb2b,1
d8a2fa314965435502629e09f0595673d1ed0375,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,39
ea4776808ac99ad922650b733b9b00bdeb71d41b,1
5d7b93995f78fb02bba518a155eaf8fecd62891c,1
e8b0f7c96a69c092be26ac845346aea13223f9d0,1
8665ba61379b04f0be490c886765260e088153fa,1
84eea632cc9dbb56079ed4495aea349529c53a0e,1
898a97e92abe9b4516b35a1ce7c7e639a303f79a,1
a7bfedaef76c8dda63716c74ea2e2d165e833334,1
965219219fa92e65bd3cbbdb99cf67af0fa38915,41
8351287285a0373fca4fbaf43c6d27ac37dddd7f,1
377fa702b9978a74b3f62c4230561bbe3185a547,1
02ed14c8d8cb2d376c65682ac9c3438ef6152d60,1
6e104066bcbefd0c1852c7391b0fb8edef958a1b,1
a67063dfa7af5e6fbce52cd0403221b8dec4d61a,1
d661f2d7f79a8cb25fcf1817d14d4c4b7fe25b94,1
04c6932487b0ef787c887638bf0c4a804f9bea65,29
04c6932487b0ef787c887638bf0c4a804f9bea65,1
e7ca0ec78430f4c8439ead2a32237fba26cc770a,42
e7ca0ec78430f4c8439ead2a32237fba26cc770a,2
e7ca0ec78430f4c8439ead2a32237fba26cc770a,1
c2ed151d20a49125fc63f2a796c4beb1f720a5b8,1
02f7a45d0d0599bd28f68f958c35c55f2bbb933c,1
ccce5c1c3915c8a9ebfbc30c0d4cf8fda690fcdc,29
ccb2589d4f96ee79869d046b69000b288ffdc254,1
6997577359be94032851b24c07764193109941dc,41
6997577359be94032851b24c07764193109941dc,1
995a2ec8588b2994b959fc84fc1e2aad27913f39,27
357319d9893ac3c75a9ede077f72cfe694d4647c,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,2
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,42
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,29
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,27
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,35
e58fb1c99ae9f712bcbed8e3578b1e55d60542e1,1
66dcdcf1dc4a7870c8fedb4089d9366bf8341a41,1
9b5654c67a22f733a9348afbcf1fdb5d4d064dd6,40
825d298bf5935087f62e3b062cafd16afeca1afc,1
d53f0a95f0230688700dba1522adf4d1f6b81fa4,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,40
fe469084b92e7e38b2526e6d27854d27c6c3f357,43
318780577a2e547e019e24e2089da56362b3107a,44
5ad71474e7460159c1e405f255993bf553f3ef88,1
77b57b8a925fa53e68b2265c44944090e42a36e7,29
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,44
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,43
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,43
c89a9e6f099a12503d32f78d6ce0ecd1634c2dcb,1
01d2fb4d356b1f95e14811100ab90c2629f992c0,1
a83e178d787ef4a323aa2d4d5648a678baf028c3,1
e5c75cba8d9644469d08fbe9366d37aa508c1968,1
c26b12467789ff1c18ef2cf65960a031eac2993f,1
9747133c0677f73a8316b51553f9504953dff031,45
9747133c0677f73a8316b51553f9504953dff031,46
5d663425e286657413b0728d13efb79e2e1c22e7,1
e229cef68fa87120e693281bb9e67d4efd17342d,17
280132b7b368eb564cf24d9fa07e794fba7ead02,17
c8ce2c1f42fd03193823fb9c3572e82217c3048f,47
c8ce2c1f42fd03193823fb9c3572e82217c3048f,29
4c2f06eea5c277460914ef0593c902d47aca20f2,48
4c2f06eea5c277460914ef0593c902d47aca20f2,49
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,49
87d9cf70eee718612c078647ce2a713676c2bec9,49
a3267c677233a1ed7b8c95fab6e119c96d6c4590,1
e979c707b6f72f0dfa9f6edc1a56ab28e18bee52,1
dfc8a3cb333fe543939d4cf13385e77ba55b8c63,35
7866f0a4ac995765961f693f2f4536b53a53f1c2,1
e784d89535cdf7a2c5159ce105223ac874b982af,27
726ad5dcc80f28f3435587a7697b685cd0999e25,27
0b423a48dd74406a871dab9e26c7191c8d0a3efd,1
966d53408e220831098c979fb2c67f7d27e3773d,29
5d385ef4ff2e35fd353c5010e6b9f316f862e242,27
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,44
5c88b04cf76f57d756d3bd7b3e99e1c0192cccd0,17
28ad2b770b93e086b8866831fa724c261a03d7e8,17
f41332d248170c52edf27cb456d839f959d0e0d8,1
d63eae7f1656182032552ef1a18c9ee97e500986,29
c4c9bfe7cbdbc85a0ec739ef0e5ee3621c06c91e,1
1efdf45138ae1891d3ad902c4f43e4bc75bd0076,50
3e93fbb60eb55e73a7ed0a6c8ac7d7472ce2cfa4,1
b0ee659bac26fcde08d261e52857e5be53940a81,29
c456cefe7bf8ad9979ed73b083aa1f91e0f2f223,29
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,50
5ac432012a58e6d49a80db069eb86d92e91214da,1
b4996f9c12b214daba9c2b34703dae50f9818ec5,29
9a2aebb23cd4af892fcfa0183689a5b4a69f38b4,29
92186f91b483e2b7d5992b1db3c6691d11051070,1
9a2aebb23cd4af892fcfa0183689a5b4a69f38b4,1
1efdf45138ae1891d3ad902c4f43e4bc75bd0076,50
89021c0c138fbdbca43f2ecdde7d7a00392811e2,1
05772fba2917928f573c4c0e7cf705c6b901da08,29
b842bff3e2a96d97e88b622ddd168cff0deeb356,34
93f29a51e82a7febcdc10d3942cbab6c7761153d,1
964060a9602e2241e52ac82c0df0a471383b1aa6,29
0be3c482b1a31e4a453dc149f169bd8c82068870,1
0be3c482b1a31e4a453dc149f169bd8c82068870,27
57154ff9786eef470a0364451935d07f02edf5e9,1
8202a93ad1eef74008a8b9667644c7fd7b5d7864,1
7ca7e0b01eae2428041f76ae52e5108bcefa3ec9,1
4a9f4281ad8509a5dcd5eace353a850b1dab5645,17
08c54750df95a8b15c839170103ce5baefa1b2ec,29
fe35a12bd35f732dd772e6e876e327eda3c0f8e3,29
b451791ab67c371f589b186b79fc5185ccf99944,29
0439885634227377250558f7ab7ba0da7c4c942f,34
01c644d5d3d8eb8731d560c1e9ce7e901f79d68d,51
a9b0119ac7b16debf1a18f70ea387748ac5446c6,1
b49e0f63e4d307caf351a14e76c03b2f3ab93ea9,49
c7bd60ffb14ee7cade3a7c6642b7e3c960a7dd09,13
167fd3777e2dcfeb0e11069ba188d0f1d8f4c4cb,1
167fd3777e2dcfeb0e11069ba188d0f1d8f4c4cb,29
21115a67366481d4667ce8e6dee0856d143b6f8d,27
2be6a719283ce2416d17378b51f1e912c2b681de,1
aec84b562bc5855efbcbe8f711ddc59e67971135,52
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,52
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,51
c1fed7560fe0e6d77dd2df39e7464030ee2b2909,1
329c6b7a91e6a19506d4d17aa7273246b6ef6b81,53
e7bc66d0f812717845547dc3bd8aa13905ccaa3c,1
6246c21b850761b0ac20a6d08f36d586ef359976,27
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,53
79729646891eb424220766e8985ad0feb2c82e76,37
93f9ca7ea40a8b864b40cb87057441aa5db6ddd2,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,37
ed94c26df110b78c599eec9c30884b2af6e79378,1
1f6d289627401dcaaa342243671d71ab49d9881f,1
eeb87c1daacf00d0056896a91ef0ed50bfa8a840,54
79729646891eb424220766e8985ad0feb2c82e76,37
44f08bede1b6072908931c38b2618acf11c15c29,41
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,20
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,54
ec0c35e038a0553547d402d2fd6eec86679dcfe9,55
a374daa0ab4f2e32cd835dd24049b715081e1030,56
cd3e5b8285dbc981376c46807f3f657ef5f1bec8,1
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,56
710b9a7f770ea72c504c1000bb40ebb67d7968d8,57
249db0b637d054845ba307f94e90e01e31ed666b,58
f7a9e3ca21314c6eb8c72926cebb01ee113d2fae,59
68738e8421cb08ac32970a3a7cb5fcbd427fba65,2
68738e8421cb08ac32970a3a7cb5fcbd427fba65,1
79729646891eb424220766e8985ad0feb2c82e76,37
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,2
68738e8421cb08ac32970a3a7cb5fcbd427fba65,2
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,58
9eb5e0995cfa9424997c49ddac929310aeeb26f4,60
a1a2a8231b7bdcbcb96f03c6dc07e89bdf0906bf,47
7afbaeb4c9497f68977f42901b68f9a2ad15ef50,61
249db0b637d054845ba307f94e90e01e31ed666b,58
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,55
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,56
249db0b637d054845ba307f94e90e01e31ed666b,47
249db0b637d054845ba307f94e90e01e31ed666b,34
249db0b637d054845ba307f94e90e01e31ed666b,34
b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5,61
0ff00ecc9df7b94a829163c46ae39ed780ce4c75,52
237305ca69164cb8e256347c4331e1175728ab2b,27
dced09df467848260076dcbe02f2ac4f3aaff324,62
13365c79e43a6bcd7a6b7d006ff690899689f32f,55
249db0b637d054845ba307f94e90e01e31ed666b,63
aa476cb52b22b1b4d008184adbf41842c519b8bc,64
a374daa0ab4f2e32cd835dd24049b715081e1030,56
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,63
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,62
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,60
dced09df467848260076dcbe02f2ac4f3aaff324,62
5eb1eeb571d7c99f41df496dde575a3a1887a1c0,1
695b247f720bd8fe65dcca36b41df95831150163,54
d8a2fa314965435502629e09f0595673d1ed0375,65
1c0e22af5462f46adb7a49ffe7ece36279e76f95,1
c19ba9bbea9cf15edc73f35d2562366028c89a51,66
4db28513a56a55675b92a3eb274da54b873a18c4,29
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,66
e99fdd408b9870bcf17419d5e212c0a364a4dbd0,1
55533c7203318d3efb9f676ef468d9202341697c,1
c36167021e3c9c068897984e3e31bf779c2d8609,29
